EmployeeID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,ShiftSchedule,State,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
10033,0.09310018,-0.07383293,-0.055318326,-0.046804193,-0.087480836,0.003593327,-0.045980386,0,0.081704475,-0.026052147,0.07525398,0.011855056,0.07877121,0.15123135,0.10670383,-0.06825265,0.16366571,0,-0.031266674,-0.2699261,0.007851142,-0.007170029,-0.047721285,-0.13584532,-0.04788386,0.084959306,-0.057172675,0.000422717,0.11238292,0.04142565,-0.016567636,0.2169374
10034,0.13891077,-0.0573969,-0.03007527,-0.074234255,-0.01209735,0.0505846,0.004980523,0,0.03678159,-0.009040711,0.047434833,0.21242872,-0.000205644,-0.4297381,0.21993604,-0.047728155,-0.037266985,0,0.22832,-0.27348566,-0.015605131,0.03916441,0.14608142,0.21782638,-0.10633936,-0.005648257,0.008986956,0.37474614,-0.03602661,-0.013076314,-0.045559578,-0.019627804
10035,-0.027715074,-0.05910845,0.03617232,-0.05160991,-0.06695817,-0.012130282,-0.056844328,0,-0.12370333,0.008484402,-0.05965912,-0.09164757,-0.05323813,0.2090162,-0.12863404,0.083686866,0.092014044,0,-0.060246736,-0.22848132,-0.01970502,-0.000993259,-0.020160448,0.11190464,0.048193335,-0.029508144,-0.04507437,-0.09755611,-0.018666884,0.008146019,-0.05040212,-0.11257438
10036,0.15399265,-0.10304452,-0.117202364,-0.07403608,-0.063681476,-0.008501877,-0.08950001,0,0.2767533,-0.000614627,0.012303667,0.08625773,0.041906554,-0.19532795,0.01310424,-0.124607556,0.18093976,0,-0.041495394,-0.3109878,0.001306359,-0.00409332,-0.026667729,-0.124354005,-0.048259582,0.073705204,-0.009366321,0.27634865,0.07345662,0.022168497,-0.02896544,0.38252732
10037,0.16718318,-0.06725114,0.011519104,0.10659608,0.1844392,-0.007852593,0.17238593,0,0.050936386,-0.008033306,-0.001061982,0.07756947,-0.02829975,0.1170729,-0.090104766,-0.052928347,-0.042836484,0,0.2033542,0.49240616,-0.015400521,-0.008881615,-0.027864817,-0.14397246,0.025743078,0.032102946,0.06677884,0.03911133,0.045928307,0.01573233,-0.002710407,0.11772012
10038,-0.0630659,-0.038485855,-0.045025084,-0.0718983,0.11574447,0.02715793,-0.07719717,0,-0.08644185,-0.023253698,0.014965758,0.029229743,-0.027924616,-0.42416143,0.0629945,-0.05109125,-0.023826066,0,-0.05951836,-0.259574,-0.019882645,-0.02012442,-0.036294207,0.121293046,0.016631769,-0.020415202,-0.01915552,0.28828847,-0.030054303,-0.02976413,0.02927112,-0.09832585
10039,-0.055742893,-0.05170885,0.012065922,-0.04706512,-0.06840444,-0.018976761,-0.056967795,0,-0.030017773,0.007317285,-0.053891756,-0.0649308,-0.043196212,0.10593509,-0.10825149,-0.048204925,-0.07710524,0,-0.054826688,-0.22443351,-0.009858423,-0.022479428,-0.027861647,-0.14472045,-0.008331575,-0.014650727,-0.035218473,-0.03260454,-0.05449955,-0.017387425,-0.052780002,-0.04499845
10040,-0.1332964,-0.057973333,-0.08134093,-0.06965676,-0.12036006,-0.023990879,-0.08326892,0,-0.012142023,0.001567396,-0.03918189,-0.07038086,-0.055589452,-0.3639465,-0.035609733,-0.10286361,-0.14525594,0,-0.07996889,-0.25820088,-0.021722395,-0.03504432,-0.026368646,-0.16869028,-0.029937625,-0.01763694,-0.058133878,-0.05103935,-0.047728937,-0.016002437,-0.06843957,-0.00864997
10041,-0.047569875,-0.15297835,0.004604111,-0.0489992,0.06961818,-0.020061482,0.010252623,0,-0.08329561,-0.003316662,-0.017491842,-0.08200478,0.011552569,-0.07296408,-0.12437778,-0.090257406,-0.07604562,0,-0.15906346,-0.2629586,-0.023769237,-0.029558884,0.12068802,-0.15057556,-0.012959702,-0.006859276,-0.03519975,-0.07281979,-0.03910516,-0.00727327,-0.03867345,-0.097497985
10042,9.04E-05,0.32754388,0.01115638,0.00555621,-0.017710345,-0.012721253,0.075089544,0,-0.021395339,0.005327848,-0.048246585,-0.061687116,-0.067555085,0.04255117,-0.13286342,-0.04673879,-0.09147991,0,-0.17740624,-0.22407521,-0.004728769,-0.01223095,-0.033150736,-0.1301722,0.04405028,-0.024174984,-0.044855483,-0.08317363,-0.038077947,0.003608489,-0.042213332,-0.038212124
10043,-0.1228961,-0.045638137,0.01709297,-0.03769593,0.07854135,-0.022796331,0.009990333,0,0.000719978,0.00089624,-0.042668696,-0.06938991,-0.0631776,-0.08014357,-0.12081315,-0.096268125,-0.11020971,0,-0.06648059,-0.2695251,-0.02050936,-0.026664233,0.13130212,0.09637326,-0.03366251,-0.023615617,-0.029204912,-0.08230558,-0.034364704,-0.031011106,0.05122398,0.007442542
10044,-0.09906965,-0.079512805,-0.004690991,-0.05303211,-0.13427213,-0.006495521,0.005368487,0,-0.09133927,-0.02911871,0.007956833,-0.020447293,0.005890057,-0.028393384,0.1263898,0.06610566,-0.086392805,0,-0.08528361,-0.26503995,0.012395366,-0.02061434,-0.016436657,0.13210225,-0.03970522,-0.017288452,-0.05134009,-0.02265248,-0.039716016,-0.012980566,-0.059119858,-0.081015475
10045,-0.13232486,0.16938654,0.090372175,0.003085008,-0.08469982,0.014010961,-0.031662755,0,-0.03955253,0.016490817,0.005884165,-0.022584269,-0.043253776,-0.36529374,-0.06859769,-0.11574168,-0.043134395,0,-0.014146392,0.19482998,-0.011888211,-0.030011626,-0.02565607,-0.11812897,-0.03937575,-0.026132015,0.016850272,0.22422962,-0.035387877,-0.03697127,0.1740291,-0.09410477
10046,-0.13000333,0.23118433,0.003105872,-0.061411034,-0.12779021,-0.029041542,0.025690805,0,-0.05028689,-0.01385467,-0.05797446,-0.11577041,-0.067750335,-0.2981249,-0.00948659,-0.05107932,-0.14495428,0,-0.07952795,-0.19003746,-0.007028474,-0.01360596,-0.04707976,-0.15017948,-0.018827207,-0.02254872,-0.057074357,-0.092889644,-0.05903105,-0.015314449,0.021414986,-0.047344036
10047,-0.15079115,-0.05246412,0.09529835,0.027458092,-0.028223207,-0.037879452,0.017004413,0,0.036176924,0.008408629,-0.020121805,0.020564962,0.08714931,0.12136121,-0.017071553,-0.052806586,-0.07032371,0,-0.08019335,0.4485176,-0.006115326,-0.05956036,0.10704476,-0.20998229,0.11023664,0.048628934,0.0649768,0.020260593,0.06153231,0.012156772,-0.024859587,0.13154778
10048,-0.14116296,-0.024785222,0.001610824,0.019514412,-0.0676156,-0.04107698,0.002727778,0,-0.024926966,0.012564855,-0.064932205,-0.0876565,-0.06667313,-0.23669273,-0.1258919,0.04787558,-0.09871921,0,-0.0553185,0.32473102,-0.007210643,-0.013183004,-0.021934735,0.12806876,0.017740805,-0.040816873,0.022455653,-0.034692492,-0.012040217,-0.012006516,0.19581145,0.006624199
10049,0.22508772,-0.036811236,-0.039283365,0.077482834,0.029432759,0.004225943,-0.016834546,0,0.044915907,0.011363221,0.024975045,-0.05194878,0.06524354,0.39530733,0.10527384,-0.002907759,0.34943098,0,-0.034733333,0.6268142,-0.001162167,0.005206164,-0.052209396,-0.2020485,0.07879908,0.081491046,0.009904707,0.02988939,0.11328114,0.037566584,-0.022512674,0.16225378
10050,0.01906979,-0.05038946,0.02944993,0.006932299,0.12557739,-0.018875802,0.07219714,0,0.095731676,-0.011967877,-0.026877321,-0.013469172,-0.034910273,0.115579694,0.119274914,0.07115483,-0.08635696,0,0.17444694,-0.2776538,-0.011642835,0.000270652,-0.002645928,0.15510586,0.06414539,-0.01681496,-0.006348854,-0.043056607,0.009171606,0.01611943,-0.021077,0.031594552
10051,-0.031795032,-0.038206868,-0.000952831,-0.0358895,-0.0939077,0.014583885,0.04974671,0,-0.0429651,-0.007866582,-0.0333361,-0.04701639,-0.022643618,-0.34447303,-0.08045741,-0.09858004,-0.033716828,0,-0.1447009,-0.2014582,-0.009975823,-0.018713413,-0.054730903,-0.13951729,-0.023134293,-0.020169502,-0.020088758,-0.06624798,0.005616541,-0.00924589,-0.0373148,-0.12419591
10052,-0.073690936,-0.1578608,-0.09367595,-0.023740586,-0.12675054,-0.002221331,0.04891969,0,-0.081102684,0.005201992,-0.030248493,-0.02061019,-0.034436695,-0.060417253,0.092102416,-0.09411722,-0.111221395,0,0.012548548,-0.19243924,-0.022077482,-0.038870793,-0.04719626,-0.20649907,-0.031424366,-0.012515423,-0.034143995,-0.004838394,-0.048096556,-0.020061638,-0.048194807,-0.10670082
10053,-0.08467436,-0.05463542,-0.019585103,-0.06806731,0.05619289,-0.01588929,-0.078148924,0,-0.021283612,0.002033862,-0.012875303,-0.041941732,-0.033637676,-0.36006683,-0.006007781,-0.0986664,-0.12066334,0,-0.033290002,-0.26792246,-0.008789709,-0.041178174,-0.014934668,-0.16698381,-0.017093504,-0.01652823,-0.007026264,-0.005877924,-0.026921363,-0.02394557,0.15503544,-0.050584607
10054,-0.09263604,-0.075023524,0.039847035,0.00305505,0.10268226,-0.026828246,-0.07062731,0,-0.06019791,-0.02661743,-0.03535555,-0.07275027,-0.049054787,0.03684492,0.007011917,0.052270383,-0.08769776,0,-0.03499615,-0.2395012,0.001257764,-0.016169857,-0.01342313,0.111299,-0.036480367,-0.026656108,-0.06454653,-0.05767786,-0.00449882,0.012355166,-0.043281607,-0.066610224
10055,0.06774297,-0.17294507,0.008735362,0.00372883,-0.07713537,-0.019876113,-0.019462036,0,-0.034674793,0.003556614,-0.057811674,-0.07275584,-0.05422154,-0.002587193,-0.029825227,-0.042396944,0.010047447,0,-0.08303835,-0.21213934,-0.009835773,0.06087485,-0.020337349,0.2110612,-0.018472636,-0.02959006,-0.05168741,-0.07971295,-0.056900587,-0.002523709,-0.056949373,-0.0764757
10056,0.0303468,-0.0220566,0.059926275,-0.009577346,-0.041457783,0.031638287,0.10100958,0,-0.018997038,0.020760417,-0.011716186,0.021026885,-0.06861122,-0.27192506,-0.051741667,-0.09262076,-0.15404284,0,-0.08741896,0.2733793,0.020040007,-0.019513467,-0.056934655,-0.13734966,-0.022615466,-0.039106976,-0.038809046,-0.05610697,-0.036806926,-0.040244866,-0.070129774,-0.08809836
10057,-0.15333793,-0.04174653,0.009626537,-0.005226612,-0.1282794,-0.028849488,-0.06349619,0,-0.029908156,-0.018867657,-0.05701374,-0.09155349,-0.059872907,0.14514956,-0.016465751,0.056780476,-0.09536002,0,0.1203458,-0.20579599,-0.021632275,-0.029011914,0.13025467,0.099390164,0.08032741,-0.046259917,-0.08725105,-0.074461296,0.024384733,0.014236184,-0.039383493,0.14102592
10058,0.3121437,0.2882395,0.0488338,0.05886476,0.046822682,-0.019506378,-0.022260958,0,0.09781382,-0.014672108,0.004971229,0.046892613,0.062639445,0.4229923,-0.18815014,0.19197454,0.12102599,0,-0.032453217,0.64190036,-0.00845249,0.04189778,-0.021904651,0.2356769,0.05705427,0.06012989,-0.02172196,0.005486437,0.10216525,0.026152285,-0.019753158,0.20246112
10059,0.13074367,-0.07395168,-0.05201215,-0.04016573,0.03558673,-0.028301438,0.11047658,0,-0.030133236,0.015639558,-0.017849456,-0.10440766,0.022319065,-0.013580622,-0.038151313,-0.09000353,0.21244352,0,-0.058586787,-0.31972685,0.006950032,0.017732976,-0.035398386,-0.112893276,0.10845364,0.023442885,-0.019272925,-0.065533854,0.031857252,0.00652639,-0.011277617,-0.10348646
10060,-0.16360481,0.27989498,-0.077777274,0.010847904,-0.078464575,-0.007445657,-0.013921035,0,0.020221634,0.012375192,-0.053295672,-0.09421939,-0.09497626,0.32652098,0.08574251,-0.006369944,-0.13775296,0,-0.061869863,0.37033892,-0.011928828,-0.04179894,-0.051662292,-0.21397906,0.07333849,-0.013825367,-0.04457903,-0.048637647,0.004166692,0.01284714,-0.03808923,0.008392886
10061,0.23461421,-0.04370251,0.12868431,0.070966266,0.20058815,6.68E-05,0.00155997,0,0.09040779,0.011245719,0.045396104,0.030468505,0.10882371,0.32267243,0.03365425,0.005681487,0.30923715,0,-0.013482343,0.6371165,0.010270499,0.012572316,-0.040202483,-0.1610322,0.08007308,0.07268819,0.035582773,-0.005364596,0.13382515,0.022533955,-0.013307824,0.17766847
10062,-0.10919069,-0.043934874,0.04092671,0.09584219,-0.06281026,0.000896681,0.099689946,0,-0.110229544,0.017451193,-0.042301904,-0.058271177,-0.03888587,0.10433818,0.08142656,-0.118668914,-0.0363098,0,-0.009300384,0.38954592,0.00323685,-0.0328237,-0.043618828,-0.22281563,0.061843056,-0.035166215,0.001747703,-0.03604557,-0.01540237,0.004463835,-0.042791307,-0.11302244
10063,-0.07803286,-0.04438729,0.067330725,0.11373675,-0.059761666,0.027280722,0.11763267,0,0.018549854,-0.010448888,-0.044121813,-0.03986393,-0.028375067,0.10933668,-0.091712974,-0.06230841,-0.08096122,0,0.15711811,0.42066345,-0.016725823,-0.0266686,-0.035208113,-0.16420442,0.015840944,-0.023760537,-0.018584914,-0.053079404,-0.026353614,0.006879202,-0.046387047,0.011943023
10064,-0.087877765,-0.058879454,0.06821091,0.005871735,0.11095391,-0.025219118,0.066740066,0,-0.001895384,0.009998986,-0.025298575,-0.059383675,-0.040105317,-0.009861155,-0.008034739,-0.079372354,-0.13805324,0,-0.004894401,-0.22618192,-0.016005501,-0.03621807,-0.03044498,-0.17421229,-0.029264942,-0.019879822,-0.02741365,-0.067953385,0.058438815,0.016650878,-0.028116565,0.16893578
10065,-0.05837668,-0.06411486,0.017732298,-0.054354068,0.058258355,0.011504157,-0.054371063,0,-0.07385091,-0.027782163,0.00174865,0.004245547,0.015780421,0.15454817,0.09951975,-0.037633285,-0.04007595,0,-0.033394836,-0.21666679,-0.014369501,-0.033679202,-0.016958687,-0.17153904,0.039750777,-0.014236862,0.001835837,0.023493094,-0.022348383,-0.012641086,-0.024893386,-0.08744714
10066,-0.029375547,-0.043634552,0.030438753,-0.067916304,0.007067749,0.015054205,-0.08041196,0,0.013209018,0.00868839,0.004271653,-0.023416046,-0.026943438,-0.37716803,-0.003723655,-0.035709284,-0.07101611,0,0.15207435,-0.2775375,-0.003380531,0.004019343,-0.025528315,0.13754807,-0.07553745,-0.044710685,0.005643804,-0.066339515,-0.00196221,-0.025828391,0.23157002,-0.09599614
10067,0.17972401,-0.07051757,0.019947931,-0.000264636,-0.029685866,0.030244557,0.10303987,0,-0.034229927,0.00222484,0.003048847,0.086567394,-0.054517776,-0.0297258,0.12891397,-0.049355254,0.018258648,0,-0.06044991,-0.22493032,0.017127123,0.06397397,0.13157621,0.23488718,-0.11074431,-0.025762336,0.007084733,-0.001616784,-0.032553937,0.011794414,-0.035108257,-0.08568574
10068,-0.06910854,0.34340328,2.33E-06,-0.050421186,0.10622637,-0.03143485,0.009902481,0,-0.03695908,-0.022550942,-0.005889058,-0.07183705,0.0223432,0.08939491,-0.008020352,0.049409185,-0.090327956,0,0.010540293,-0.2825932,0.006991545,-0.02095951,-0.027171556,0.13709629,0.070637315,-0.019927243,0.00979625,-0.06076286,0.001872382,0.013827032,-0.005374369,-0.065499134
10069,0.0363084,-0.07169507,-0.07747196,0.030008856,0.03958478,-0.032656062,-0.052518386,0,-0.08627306,0.002789341,-0.03935143,-0.08634766,0.035581693,0.045876827,-0.14335121,-0.045711312,0.19467941,0,-0.06597387,0.5481091,-0.01792817,-0.024484876,-0.036747206,-0.17684032,-0.018472858,-0.009668903,0.010547034,-0.044830855,-0.044733893,-0.006427864,-0.055391062,-0.10091485
10070,0.121201746,-0.026214795,0.066005126,0.15805477,-0.09990541,-0.012454196,-0.005813316,0,0.01745096,-0.019952482,0.027774548,0.049183946,0.08566752,0.35580108,-0.00204706,0.06538433,0.016140647,0,0.26272693,0.60776454,-0.006267,0.016579524,-0.034149405,-0.12778945,0.066412486,0.030082652,-0.005500218,-0.022912342,-0.003726719,0.010927568,-0.04188582,-0.06340267
10071,-0.11711412,-0.043540996,-0.10959488,-0.03658008,-0.12586848,-0.014124191,-0.029118275,0,-0.076285236,-0.01035443,-0.06741711,-0.083717555,-0.06666461,-0.30576965,-0.083368845,-0.09790142,-0.09511906,0,-0.09176802,-0.19738352,-0.001797702,-0.036366686,0.121413365,-0.15082855,-0.007615165,-0.012259815,-0.03600623,-0.067539066,-0.018627481,-0.013015085,0.017137408,-0.099493675
10072,-0.06069357,-0.038698625,0.05196857,-0.06696518,0.079344496,4.03E-05,-0.07593193,0,-0.02022817,-0.020006694,-0.024939464,-0.028954914,-0.003173791,-0.3411265,-0.10279776,-0.03857841,-0.07411546,0,0.14146976,-0.27079365,-0.023946362,5.19E-05,-0.012598023,0.10745617,-0.03386034,-0.032566857,0.043851726,-0.06620935,-0.004756336,-0.024756117,0.054681335,-0.040003352
10073,-0.05703577,-0.16068096,-0.027126636,0.1321329,0.1824018,-0.026958123,0.003579107,0,0.00089368,0.008728576,-0.0298672,-0.05349529,-0.032364685,0.3815124,0.011301809,0.28256437,-0.017729895,0,-0.051050182,0.69338775,-0.01918924,-0.029927945,-0.041095354,0.15811287,0.06533987,-0.022548294,0.040317494,-0.018019324,-0.03778509,0.007507775,-0.020211725,-0.083261915
10074,-0.07522565,0.24354085,0.051360052,-0.05490172,-0.059015676,-0.007497419,-0.001945514,0,-0.08232387,0.009235045,-0.015382671,-0.06678513,-0.03615249,-0.2736769,-0.08477603,-0.077098645,-0.1275025,0,-0.061899356,-0.19882365,-0.008362625,0.001678786,-0.045798,-0.12403363,-0.021287508,-0.032569744,-0.027026994,-0.06704821,0.015561378,0.009549938,-0.047219355,-0.09744724
10075,-0.15200205,-0.057376623,0.0880383,0.035201285,-0.13018495,-0.010998702,0.110122114,0,-0.123402454,-0.013743694,-0.03803,-0.08410886,-0.069909,0.24912812,-0.002611362,0.2247124,-0.09418293,0,-0.060664833,0.5837189,-0.01440839,-0.007490761,-0.021533601,0.16308998,-0.009961423,-0.037753336,-0.01696814,-0.03178425,-0.03939979,0.006012157,-0.05156858,-0.091302976
